Fecha,Hora,Place,humedad_suelo,humedad_amb,temperatura
26 02 23,16:18:14,sala,55%,33.80%,24.60C
26 02 23,16:18:14,cuarto,82.43236%,19%,24C
26 02 23,16:18:21,sala,55%,33.80%,24.70C
26 02 23,16:18:21,cuarto,82.03875%,18%,25C
26 02 23,16:18:28,sala,55%,33.60%,24.60C
26 02 23,16:18:28,cuarto,82.43236%,19%,25C
26 02 23,16:18:50,sala,55%,33.50%,24.60C
26 02 23,16:18:50,cuarto,82.43236%,19%,25C
26 02 23,16:19:05,sala,55%,33.40%,24.70C
26 02 23,16:19:05,cuarto,82.28475%,19%,25C
26 02 23,16:19:12,sala,55%,33.50%,24.70C
26 02 23,16:19:12,cuarto,82.48156%,20%,25C
26 02 23,16:19:19,sala,55%,33.60%,24.70C
26 02 23,16:19:19,cuarto,82.38315%,20%,25C
26 02 23,16:19:27,sala,55%,33.60%,24.60C
26 02 23,16:19:27,cuarto,82.48156%,20%,25C
26 02 23,16:19:34,sala,55%,33.70%,24.60C
26 02 23,16:19:34,cuarto,82.13715%,20%,25C
26 02 23,16:19:41,sala,55%,33.90%,24.70C
26 02 23,16:19:41,cuarto,82.48156%,20%,25C
26 02 23,16:19:48,sala,55%,33.90%,24.60C
26 02 23,16:19:48,cuarto,82.53076%,20%,25C
26 02 23,16:20:03,sala,55%,33.90%,24.60C
26 02 23,16:20:03,cuarto,82.28475%,20%,25C
26 02 23,16:20:18,sala,55%,33.70%,24.60C
26 02 23,16:20:18,cuarto,82.33395%,20%,25C
26 02 23,16:20:25,sala,55%,33.70%,24.60C
26 02 23,16:20:25,cuarto,82.43236%,20%,24C
26 02 23,16:20:39,sala,55%,33.90%,24.60C
26 02 23,16:20:39,cuarto,82.57995%,19%,25C
26 02 23,16:20:47,sala,55%,33.80%,24.60C
26 02 23,16:20:47,cuarto,82.48156%,19%,25C
26 02 23,16:20:54,sala,55%,33.80%,24.60C
26 02 23,16:20:54,cuarto,82.03875%,19%,25C
26 02 23,16:21:01,sala,55%,33.90%,24.60C
26 02 23,16:21:01,cuarto,82.62916%,20%,25C
26 02 23,16:21:08,sala,55%,33.80%,24.60C
26 02 23,16:21:08,cuarto,82.33395%,20%,24C
26 02 23,16:21:16,sala,55%,33.70%,24.60C
26 02 23,16:21:16,cuarto,82.08795%,19%,25C
26 02 23,16:21:23,sala,55%,33.80%,24.60C
26 02 23,16:21:23,cuarto,82.48156%,20%,24C
26 02 23,16:21:30,sala,55%,33.80%,24.60C
26 02 23,16:21:30,cuarto,82.43236%,20%,24C
26 02 23,16:21:38,sala,55%,33.60%,24.60C
26 02 23,16:21:38,cuarto,82.43236%,20%,25C
26 02 23,16:21:45,sala,55%,33.70%,24.60C
26 02 23,16:21:45,cuarto,82.43236%,21%,24C
26 02 23,16:21:52,sala,55%,33.80%,24.60C
26 02 23,16:21:52,cuarto,82.13715%,21%,24C
26 02 23,16:22:07,sala,55%,33.80%,24.60C
26 02 23,16:22:07,cuarto,82.28475%,21%,24C
26 02 23,16:22:14,sala,55%,33.70%,24.60C
26 02 23,16:22:14,cuarto,82.67836%,21%,24C
26 02 23,16:22:21,sala,55%,33.70%,24.60C
26 02 23,16:22:21,cuarto,82.57995%,21%,24C
26 02 23,16:22:28,sala,55%,33.80%,24.60C
26 02 23,16:22:28,cuarto,82.62916%,21%,24C
26 02 23,16:22:36,sala,55%,33.80%,24.60C
26 02 23,16:22:36,cuarto,82.38315%,21%,24C
26 02 23,16:22:43,sala,55%,33.80%,24.60C
26 02 23,16:22:43,cuarto,82.43236%,21%,24C
26 02 23,16:22:50,sala,55%,33.90%,24.60C
26 02 23,16:22:50,cuarto,82.08795%,21%,24C
26 02 23,16:22:58,sala,55%,33.90%,24.60C
26 02 23,16:22:58,cuarto,82.33395%,21%,24C
26 02 23,16:23:05,sala,55%,34.10%,24.60C
26 02 23,16:23:05,cuarto,82.53076%,21%,24C
26 02 23,16:23:12,sala,55%,34.10%,24.60C
26 02 23,16:23:12,cuarto,82.13715%,22%,24C
26 02 23,16:23:19,sala,55%,34.10%,24.60C
26 02 23,16:23:19,cuarto,82.38315%,21%,24C
26 02 23,16:23:27,sala,55%,34.20%,24.60C
26 02 23,16:23:27,cuarto,82.33395%,21%,24C
26 02 23,16:23:34,sala,55%,34.30%,24.60C
26 02 23,16:23:34,cuarto,82.33395%,21%,24C
26 02 23,16:23:41,sala,55%,34.40%,24.60C
26 02 23,16:23:41,cuarto,82.53076%,20%,24C
26 02 23,16:23:49,sala,55%,34.40%,24.60C
26 02 23,16:23:49,cuarto,81.94035%,20%,24C
26 02 23,16:23:56,sala,55%,34.40%,24.60C
26 02 23,16:23:56,cuarto,82.62916%,20%,24C
26 02 23,16:24:03,sala,55%,34.50%,24.60C
26 02 23,16:24:03,cuarto,81.98955%,21%,24C
26 02 23,16:24:10,sala,55%,34.50%,24.60C
26 02 23,16:24:10,cuarto,82.38315%,20%,24C
26 02 23,16:24:18,sala,55%,34.50%,24.60C
26 02 23,16:24:18,cuarto,82.33395%,20%,24C
26 02 23,16:24:25,sala,55%,34.40%,24.60C
26 02 23,16:24:25,cuarto,82.13715%,20%,24C
26 02 23,16:24:32,sala,55%,34.30%,24.60C
26 02 23,16:24:32,cuarto,81.98955%,20%,24C
26 02 23,16:24:39,sala,55%,34.30%,24.60C
26 02 23,16:24:39,cuarto,82.38315%,20%,24C
26 02 23,16:24:47,sala,55%,34.20%,24.60C
26 02 23,16:24:47,cuarto,82.33395%,20%,24C
26 02 23,16:24:54,sala,55%,34.10%,24.60C
26 02 23,16:24:54,cuarto,82.38315%,20%,24C
26 02 23,16:25:01,sala,55%,34.10%,24.60C
26 02 23,16:25:01,cuarto,82.38315%,20%,24C
26 02 23,16:25:38,sala,55%,34.40%,24.60C
26 02 23,16:25:38,cuarto,82.28475%,20%,24C
26 02 23,16:25:45,sala,55%,34.40%,24.70C
26 02 23,16:25:45,cuarto,82.62916%,20%,24C
26 02 23,16:25:52,sala,55%,34.40%,24.70C
26 02 23,16:25:52,cuarto,82.08795%,20%,24C
26 02 23,16:25:59,sala,55%,34.50%,24.70C
26 02 23,16:25:59,cuarto,82.72756%,20%,25C
26 02 23,16:26:07,sala,55%,34.40%,24.60C
26 02 23,16:26:07,cuarto,82.48156%,20%,25C
26 02 23,16:26:14,sala,55%,34.30%,24.70C
26 02 23,16:26:14,cuarto,82.67836%,20%,25C
26 02 23,16:26:21,sala,55%,34.30%,24.70C
26 02 23,16:26:21,cuarto,82.28475%,20%,25C
26 02 23,16:26:29,sala,55%,34.30%,24.70C
26 02 23,16:26:29,cuarto,82.28475%,20%,25C
26 02 23,16:26:36,sala,55%,34.20%,24.70C
26 02 23,16:26:36,cuarto,82.38315%,20%,24C
26 02 23,16:26:43,sala,55%,34.20%,24.70C
26 02 23,16:26:43,cuarto,82.33395%,20%,25C
26 02 23,16:26:50,sala,55%,34.20%,24.70C
26 02 23,16:26:50,cuarto,82.48156%,21%,24C
26 02 23,16:26:58,sala,55%,34.30%,24.70C
26 02 23,16:26:58,cuarto,82.62916%,21%,25C
26 02 23,16:27:05,sala,55%,34.30%,24.70C
26 02 23,16:27:05,cuarto,82.48156%,20%,24C
26 02 23,16:27:12,sala,55%,34.20%,24.70C
26 02 23,16:27:12,cuarto,82.57995%,20%,24C
26 02 23,16:27:20,sala,55%,34.10%,24.70C
26 02 23,16:27:20,cuarto,82.33395%,20%,24C
26 02 23,16:27:27,sala,55%,34.20%,24.70C
26 02 23,16:27:27,cuarto,82.28475%,20%,24C
26 02 23,16:27:34,sala,55%,34.10%,24.70C
26 02 23,16:27:34,cuarto,82.13715%,20%,24C
26 02 23,16:27:41,sala,55%,34.10%,24.70C
26 02 23,16:27:41,cuarto,82.62916%,20%,24C
26 02 23,16:27:49,sala,55%,34.10%,24.70C
26 02 23,16:27:49,cuarto,82.28475%,19%,24C
26 02 23,16:27:56,sala,55%,34.10%,24.70C
26 02 23,16:27:56,cuarto,82.48156%,19%,25C
26 02 23,16:28:03,sala,55%,34.00%,24.70C
26 02 23,16:28:03,cuarto,82.48156%,20%,25C
26 02 23,16:28:10,sala,55%,34.10%,24.70C
26 02 23,16:28:10,cuarto,82.48156%,20%,25C
26 02 23,16:28:18,sala,55%,34.00%,24.70C
26 02 23,16:28:18,cuarto,82.28475%,20%,25C
26 02 23,16:28:25,sala,55%,34.10%,24.70C
26 02 23,16:28:25,cuarto,82.13715%,20%,25C
26 02 23,16:28:32,sala,55%,34.20%,24.70C
26 02 23,16:28:32,cuarto,82.18635%,20%,25C
26 02 23,16:28:40,sala,55%,34.00%,24.70C
26 02 23,16:28:40,cuarto,82.62916%,20%,25C
26 02 23,16:28:47,sala,55%,34.00%,24.70C
26 02 23,16:28:47,cuarto,82.08795%,21%,25C
26 02 23,16:28:54,sala,55%,34.00%,24.70C
26 02 23,16:28:54,cuarto,82.48156%,21%,25C
26 02 23,16:29:01,sala,55%,34.10%,24.70C
26 02 23,16:29:01,cuarto,82.62916%,21%,25C
26 02 23,16:29:16,sala,55%,34.10%,24.70C
26 02 23,16:29:16,cuarto,82.57995%,21%,25C
26 02 23,16:29:23,sala,55%,34.20%,24.70C
26 02 23,16:29:23,cuarto,82.13715%,20%,25C
26 02 23,16:29:30,sala,55%,34.10%,24.70C
26 02 23,16:29:30,cuarto,82.53076%,20%,25C
26 02 23,16:29:38,sala,55%,34.10%,24.70C
26 02 23,16:29:38,cuarto,82.23556%,20%,25C
26 02 23,16:29:45,sala,55%,34.10%,24.70C
26 02 23,16:29:45,cuarto,82.48156%,20%,24C
26 02 23,16:29:52,sala,55%,34.00%,24.70C
26 02 23,16:29:52,cuarto,82.92436%,20%,25C
26 02 23,16:30:00,sala,55%,34.00%,24.70C
26 02 23,16:30:00,cuarto,82.38315%,20%,25C
26 02 23,16:30:21,sala,55%,34.10%,24.70C
26 02 23,16:30:21,cuarto,82.18635%,20%,25C
26 02 23,16:30:29,sala,55%,34.10%,24.80C
26 02 23,16:30:29,cuarto,82.03875%,20%,25C
26 02 23,16:30:36,sala,55%,34.00%,24.70C
26 02 23,16:30:36,cuarto,82.28475%,20%,25C
26 02 23,16:30:43,sala,55%,34.00%,24.70C
26 02 23,16:30:43,cuarto,82.48156%,19%,25C
26 02 23,16:30:58,sala,55%,34.00%,24.70C
26 02 23,16:30:58,cuarto,82.48156%,19%,25C
26 02 23,16:31:05,sala,55%,34.00%,24.70C
26 02 23,16:31:05,cuarto,82.48156%,19%,25C
26 02 23,16:31:12,sala,55%,34.10%,24.70C
26 02 23,16:31:12,cuarto,82.53076%,19%,25C
26 02 23,16:31:27,sala,55%,34.00%,24.70C
26 02 23,16:31:27,cuarto,82.43236%,19%,25C
26 02 23,16:31:34,sala,55%,34.10%,24.80C
26 02 23,16:31:34,cuarto,82.53076%,19%,25C
26 02 23,16:31:41,sala,55%,34.10%,24.80C
26 02 23,16:31:41,cuarto,82.38315%,20%,25C
26 02 23,16:31:49,sala,55%,34.00%,24.70C
26 02 23,16:31:49,cuarto,82.62916%,20%,25C
26 02 23,16:31:56,sala,55%,34.10%,24.80C
26 02 23,16:31:56,cuarto,82.38315%,20%,25C
26 02 23,16:32:03,sala,55%,34.10%,24.80C
26 02 23,16:32:03,cuarto,82.48156%,20%,25C
26 02 23,16:32:11,sala,55%,34.10%,24.80C
26 02 23,16:32:11,cuarto,82.48156%,20%,25C
26 02 23,16:32:18,sala,55%,34.00%,24.70C
26 02 23,16:32:18,cuarto,82.48156%,20%,25C
26 02 23,16:32:25,sala,55%,33.90%,24.70C
26 02 23,16:32:25,cuarto,82.53076%,20%,25C
26 02 23,16:32:32,sala,55%,34.00%,24.80C
26 02 23,16:32:32,cuarto,82.13715%,19%,25C
26 02 23,16:32:40,sala,55%,34.00%,24.70C
26 02 23,16:32:40,cuarto,82.33395%,19%,25C
26 02 23,16:33:01,sala,55%,33.90%,24.80C
26 02 23,16:33:01,cuarto,82.08795%,19%,25C
26 02 23,16:33:09,sala,55%,34.00%,24.70C
26 02 23,16:33:09,cuarto,82.48156%,20%,25C
26 02 23,16:33:16,sala,55%,34.00%,24.80C
26 02 23,16:33:16,cuarto,82.23556%,20%,25C
26 02 23,16:33:23,sala,55%,34.10%,24.80C
26 02 23,16:33:23,cuarto,82.48156%,20%,25C
26 02 23,16:33:45,sala,55%,34.00%,24.80C
26 02 23,16:33:45,cuarto,82.62916%,20%,25C
26 02 23,16:33:52,sala,55%,33.90%,24.70C
26 02 23,16:33:52,cuarto,82.23556%,20%,25C
26 02 23,16:34:00,sala,55%,34.00%,24.80C
26 02 23,16:34:00,cuarto,82.43236%,20%,25C
26 02 23,16:34:07,sala,55%,34.00%,24.80C
26 02 23,16:34:07,cuarto,82.57995%,20%,25C
26 02 23,16:34:14,sala,55%,34.00%,24.70C
26 02 23,16:34:14,cuarto,82.48156%,20%,25C
26 02 23,16:34:21,sala,55%,33.90%,24.80C
26 02 23,16:34:21,cuarto,82.43236%,20%,25C
26 02 23,16:34:29,sala,55%,33.90%,24.80C
26 02 23,16:34:29,cuarto,82.18635%,19%,25C
26 02 23,16:34:36,sala,55%,34.00%,24.80C
26 02 23,16:34:36,cuarto,82.38315%,19%,25C
26 02 23,16:34:43,sala,55%,33.90%,24.70C
26 02 23,16:34:43,cuarto,82.62916%,20%,25C
26 02 23,16:34:51,sala,55%,34.00%,24.80C
26 02 23,16:34:51,cuarto,82.33395%,20%,25C
26 02 23,16:34:58,sala,55%,34.10%,24.80C
26 02 23,16:34:58,cuarto,82.62916%,20%,25C
26 02 23,16:35:05,sala,55%,34.10%,24.80C
26 02 23,16:35:05,cat,2686,0,C
26 02 23,16:35:20,sala,55%,34.00%,24.70C
26 02 23,16:35:20,cuarto,82.72756%,20%,25C
26 02 23,16:35:27,sala,55%,34.10%,24.70C
26 02 23,16:35:27,cuarto,82.13715%,20%,25C
26 02 23,16:35:34,sala,55%,34.00%,24.70C
26 02 23,16:35:34,cuarto,82.08795%,20%,25C
26 02 23,16:35:49,sala,55%,34.00%,24.70C
26 02 23,16:35:49,cuarto,82.53076%,20%,25C
26 02 23,16:35:56,sala,55%,34.00%,24.70C
26 02 23,16:35:56,cuarto,82.57995%,20%,25C
26 02 23,16:36:03,sala,55%,34.10%,24.70C
26 02 23,16:36:03,cuarto,82.28475%,20%,25C
26 02 23,16:36:11,sala,55%,34.00%,24.80C
26 02 23,16:36:11,cuarto,82.33395%,20%,25C
26 02 23,16:36:32,sala,55%,33.80%,24.70C
26 02 23,16:36:32,cuarto,82.48156%,19%,25C
26 02 23,16:36:40,sala,55%,33.90%,24.80C
26 02 23,16:36:40,cuarto,82.48156%,20%,25C
26 02 23,16:36:47,sala,55%,33.90%,24.80C
26 02 23,16:36:47,cuarto,82.53076%,20%,25C
26 02 23,16:36:54,sala,55%,33.90%,24.80C
26 02 23,16:36:54,cuarto,82.57995%,20%,25C
26 02 23,16:37:01,sala,55%,33.90%,24.80C
26 02 23,16:37:01,cuarto,82.53076%,20%,25C
26 02 23,16:37:09,sala,55%,34.20%,24.80C
26 02 23,16:37:09,cuarto,81.89115%,20%,25C
26 02 23,16:37:16,sala,55%,34.10%,24.80C
26 02 23,16:37:16,cuarto,82.62916%,20%,25C
26 02 23,16:37:23,sala,55%,34.10%,24.70C
26 02 23,16:37:23,cuarto,82.38315%,20%,25C
26 02 23,16:37:31,sala,55%,34.10%,24.80C
26 02 23,16:37:31,cuarto,82.48156%,20%,25C
26 02 23,16:37:38,sala,55%,34.10%,24.80C
26 02 23,16:37:38,cuarto,82.28475%,20%,25C
26 02 23,16:37:45,sala,55%,34.20%,24.80C
26 02 23,16:37:45,cuarto,82.38315%,20%,25C
26 02 23,16:37:52,sala,55%,34.40%,24.80C
26 02 23,16:37:52,cuarto,82.62916%,20%,25C
26 02 23,16:38:00,sala,55%,34.40%,24.80C
26 02 23,16:38:00,cuarto,82.53076%,20%,25C
26 02 23,16:38:07,sala,55%,34.20%,24.80C
26 02 23,16:38:07,cuarto,82.53076%,20%,25C
26 02 23,16:38:14,sala,55%,34.20%,24.80C
26 02 23,16:38:14,cuarto,82.48156%,20%,25C
26 02 23,16:38:22,sala,55%,34.20%,24.80C
26 02 23,16:38:22,cuarto,82.48156%,20%,25C
26 02 23,16:38:29,sala,55%,34.30%,24.80C
26 02 23,16:38:29,cuarto,82.23556%,20%,25C
26 02 23,16:38:36,sala,55%,34.40%,24.80C
26 02 23,16:38:36,cuarto,82.18635%,20%,25C
26 02 23,16:38:43,sala,55%,34.40%,24.80C
26 02 23,16:38:43,cuarto,82.38315%,20%,25C
26 02 23,16:38:51,sala,55%,34.40%,24.80C
26 02 23,16:38:51,cuarto,82.28475%,20%,25C
26 02 23,16:38:58,sala,55%,34.40%,24.80C
26 02 23,16:38:58,cuarto,82.62916%,20%,25C
26 02 23,16:39:05,sala,55%,34.30%,24.80C
26 02 23,16:39:05,cuarto,82.43236%,20%,25C
26 02 23,16:39:12,sala,55%,34.30%,24.80C
26 02 23,16:39:12,cuarto,82.33395%,21%,25C
26 02 23,16:39:20,sala,55%,34.40%,24.80C
26 02 23,16:39:20,cuarto,82.53076%,21%,25C
26 02 23,16:39:27,sala,55%,34.40%,24.80C
26 02 23,16:39:27,cuarto,82.57995%,21%,25C
26 02 23,16:39:34,sala,55%,34.50%,24.80C
26 02 23,16:39:34,cuarto,82.57995%,21%,25C
26 02 23,16:39:42,sala,55%,34.40%,24.80C
26 02 23,16:39:42,cuarto,82.62916%,21%,25C
26 02 23,16:39:49,sala,55%,34.30%,24.80C
26 02 23,16:39:49,cuarto,82.28475%,21%,25C
26 02 23,16:39:56,sala,55%,34.50%,24.80C
26 02 23,16:39:56,cuarto,82.48156%,20%,25C
26 02 23,16:40:03,sala,55%,34.60%,24.80C
26 02 23,16:40:03,cuarto,82.38315%,21%,25C
26 02 23,16:40:40,sala,55%,34.70%,24.80C
26 02 23,16:40:40,cuarto,82.33395%,20%,25C
26 02 23,16:40:47,sala,55%,34.60%,24.70C
26 02 23,16:40:47,cuarto,82.53076%,20%,25C
26 02 23,16:40:54,sala,55%,34.50%,24.80C
26 02 23,16:40:54,cuarto,82.33395%,20%,25C
26 02 23,16:41:02,sala,55%,34.40%,24.80C
26 02 23,16:41:02,cuarto,82.38315%,21%,25C
26 02 23,16:41:09,sala,55%,34.50%,24.70C
26 02 23,16:41:09,cuarto,82.18635%,21%,25C
26 02 23,16:41:16,sala,55%,34.80%,24.80C
26 02 23,16:41:16,cuarto,82.28475%,21%,25C
26 02 23,16:41:23,sala,55%,34.80%,24.70C
26 02 23,16:41:23,cuarto,82.28475%,21%,25C
26 02 23,16:41:31,sala,55%,34.90%,24.80C
26 02 23,16:41:31,cuarto,81.98955%,21%,25C
26 02 23,16:41:38,sala,55%,34.80%,24.80C
26 02 23,16:41:38,cuarto,82.08795%,21%,25C
26 02 23,16:41:45,sala,55%,34.80%,24.70C
26 02 23,16:41:45,cuarto,81.84195%,21%,25C
26 02 23,16:41:53,sala,55%,34.80%,24.80C
26 02 23,16:41:53,cuarto,82.08795%,21%,25C
26 02 23,16:42:00,sala,55%,34.80%,24.70C
26 02 23,16:42:00,cuarto,82.03875%,21%,25C
26 02 23,16:42:07,sala,55%,34.70%,24.80C
26 02 23,16:42:07,cuarto,81.84195%,21%,25C
26 02 23,16:42:14,sala,55%,34.70%,24.80C
26 02 23,16:42:14,cuarto,81.84195%,21%,25C
26 02 23,16:42:22,sala,55%,34.50%,24.70C
26 02 23,16:42:22,cuarto,82.03875%,21%,25C
26 02 23,16:42:29,sala,55%,34.60%,24.80C
26 02 23,16:42:29,cuarto,81.84195%,21%,25C
26 02 23,16:42:51,sala,55%,34.50%,24.70C
26 02 23,16:42:51,cuarto,81.84195%,20%,25C
26 02 23,16:42:58,sala,55%,34.50%,24.80C
26 02 23,16:42:58,cuarto,81.59595%,20%,25C
26 02 23,16:43:05,sala,55%,34.40%,24.80C
26 02 23,16:43:05,cuarto,81.74355%,20%,25C
26 02 23,16:43:13,sala,55%,34.40%,24.80C
26 02 23,16:43:13,cuarto,81.84195%,20%,25C
26 02 23,16:43:20,sala,55%,34.40%,24.80C
26 02 23,16:43:20,cuarto,81.54674%,20%,25C
26 02 23,16:43:27,sala,55%,34.50%,24.80C
26 02 23,16:43:27,cuarto,81.59595%,21%,25C
26 02 23,16:43:34,sala,55%,34.80%,24.80C
26 02 23,16:43:34,cuarto,81.69435%,21%,25C
26 02 23,16:43:49,sala,55%,34.90%,24.80C
26 02 23,16:43:49,cuarto,81.84195%,21%,25C
26 02 23,16:43:56,sala,55%,34.70%,24.70C
26 02 23,16:43:56,cuarto,81.30074%,21%,25C
26 02 23,16:44:03,sala,55%,34.60%,24.80C
26 02 23,16:44:03,cuarto,81.69435%,21%,25C
26 02 23,16:44:11,sala,55%,34.80%,24.80C
26 02 23,16:44:11,cuarto,81.74355%,21%,25C
26 02 23,16:44:18,sala,55%,35.20%,24.80C
26 02 23,16:44:18,cuarto,81.54674%,21%,25C
26 02 23,16:44:25,sala,55%,35.00%,24.70C
26 02 23,16:44:25,cuarto,81.74355%,22%,25C
26 02 23,16:44:33,sala,55%,35.40%,24.80C
26 02 23,16:44:33,cuarto,81.25154%,22%,25C
26 02 23,16:44:40,sala,55%,34.90%,24.70C
26 02 23,16:44:40,cuarto,81.69435%,22%,25C
26 02 23,16:44:47,sala,55%,34.70%,24.70C
26 02 23,16:44:47,cuarto,81.54674%,22%,25C
26 02 23,16:44:54,sala,55%,34.60%,24.70C
26 02 23,16:44:54,cuarto,81.05474%,21%,25C
26 02 23,16:45:02,sala,55%,34.40%,24.70C
26 02 23,16:45:02,cuarto,81.30074%,21%,25C
26 02 23,16:45:16,sala,55%,34.60%,24.80C
26 02 23,16:45:16,cuarto,81.10394%,20%,25C
26 02 23,16:45:23,sala,55%,34.70%,24.80C
26 02 23,16:45:23,cuarto,81.30074%,21%,25C
26 02 23,16:45:31,sala,55%,34.70%,24.80C
26 02 23,16:45:31,cuarto,81.39915%,21%,25C
26 02 23,16:45:38,sala,55%,34.60%,24.80C
26 02 23,16:45:38,cuarto,81.39915%,21%,25C
26 02 23,16:45:45,sala,55%,34.50%,24.80C
26 02 23,16:45:45,cuarto,81.25154%,21%,25C
26 02 23,16:45:53,sala,55%,34.30%,24.70C
26 02 23,16:45:53,cuarto,81.10394%,21%,25C
26 02 23,16:46:00,sala,55%,34.20%,24.70C
26 02 23,16:46:00,cuarto,81.30074%,20%,25C
26 02 23,16:46:07,sala,55%,34.20%,24.80C
26 02 23,16:46:07,cuarto,81.64515%,21%,25C
26 02 23,16:46:14,sala,55%,34.40%,24.70C
26 02 23,16:46:14,cuarto,81.00554%,20%,25C
26 02 23,16:46:22,sala,55%,34.50%,24.80C
26 02 23,16:46:22,cuarto,81.10394%,21%,25C
26 02 23,16:46:29,sala,55%,34.40%,24.80C
26 02 23,16:46:29,cuarto,81.05474%,20%,25C
26 02 23,16:46:36,sala,55%,34.40%,24.70C
26 02 23,16:46:36,cuarto,81.10394%,21%,25C
26 02 23,16:46:44,sala,55%,34.40%,24.70C
26 02 23,16:46:44,cuarto,81.00554%,21%,25C
26 02 23,16:46:51,sala,55%,34.40%,24.70C
26 02 23,16:46:51,cuarto,81.30074%,20%,25C
26 02 23,16:46:58,sala,55%,34.40%,24.70C
26 02 23,16:46:58,cuarto,80.90714%,20%,25C
26 02 23,16:47:05,sala,55%,34.50%,24.80C
26 02 23,16:47:05,cuarto,81.10394%,20%,25C
26 02 23,16:47:13,sala,55%,34.40%,24.70C
26 02 23,16:47:13,cuarto,81.00554%,20%,25C
26 02 23,16:47:20,sala,55%,34.50%,24.70C
26 02 23,16:47:20,cuarto,80.90714%,21%,25C
26 02 23,16:47:27,sala,55%,34.40%,24.70C
26 02 23,16:47:27,cuarto,81.05474%,21%,25C
26 02 23,16:47:34,sala,55%,34.20%,24.70C
26 02 23,16:47:34,cuarto,80.80873%,21%,25C
26 02 23,16:47:42,sala,55%,34.30%,24.80C
26 02 23,16:47:42,cuarto,80.61193%,21%,25C
26 02 23,16:47:49,sala,55%,34.60%,24.80C
26 02 23,16:47:49,cuarto,80.80873%,21%,25C
26 02 23,16:47:56,sala,55%,34.40%,24.70C
26 02 23,16:47:56,cuarto,81.10394%,21%,25C
26 02 23,16:48:04,sala,55%,34.50%,24.70C
26 02 23,16:48:04,cuarto,80.90714%,21%,25C
26 02 23,16:48:11,sala,55%,34.50%,24.70C
26 02 23,16:48:11,cuarto,81.00554%,21%,25C
26 02 23,16:48:18,sala,55%,34.40%,24.70C
26 02 23,16:48:18,cuarto,80.85793%,20%,25C
26 02 23,16:48:25,sala,55%,34.40%,24.70C
26 02 23,16:48:25,cuarto,81.05474%,20%,25C
26 02 23,16:48:33,sala,55%,34.40%,24.70C
26 02 23,16:48:33,cuarto,81.00554%,21%,25C
26 02 23,16:48:40,sala,55%,34.40%,24.80C
26 02 23,16:48:40,cuarto,80.80873%,21%,25C
26 02 23,16:48:47,sala,55%,34.40%,24.80C
26 02 23,16:48:47,cuarto,80.90714%,21%,25C
26 02 23,16:48:54,sala,55%,34.60%,24.70C
26 02 23,16:48:54,cuarto,81.15314%,21%,25C
26 02 23,16:49:02,sala,55%,34.60%,24.70C
26 02 23,16:49:02,cuarto,80.51353%,21%,25C
26 02 23,16:49:09,sala,55%,34.50%,24.70C
26 02 23,16:49:09,cuarto,80.61193%,21%,25C
26 02 23,16:49:16,sala,55%,34.70%,24.70C
26 02 23,16:49:16,cuarto,80.75953%,21%,25C
26 02 23,16:49:24,sala,55%,34.60%,24.70C
26 02 23,16:49:24,cuarto,80.61193%,20%,25C
26 02 23,16:49:31,sala,55%,34.50%,24.70C
26 02 23,16:49:31,cuarto,80.75953%,21%,25C
26 02 23,16:49:38,sala,55%,34.50%,24.70C
26 02 23,16:49:38,cuarto,80.80873%,21%,25C
26 02 23,16:49:45,sala,55%,34.60%,24.70C
26 02 23,16:49:45,cuarto,80.61193%,21%,25C
26 02 23,16:49:53,sala,55%,34.50%,24.70C
26 02 23,16:49:53,cuarto,80.51353%,22%,25C
26 02 23,16:51:05,sala,55%,34.50%,24.70C
26 02 23,16:51:05,cuarto,80.80873%,21%,25C
26 02 23,16:51:13,sala,55%,34.60%,24.70C
26 02 23,16:51:13,cuarto,80.51353%,21%,25C
26 02 23,16:51:20,sala,55%,34.70%,24.70C
26 02 23,16:51:20,cuarto,80.51353%,21%,25C
26 02 23,16:51:27,sala,55%,35.00%,24.70C
26 02 23,16:51:27,cuarto,80.36593%,21%,25C
26 02 23,16:51:35,sala,55%,34.90%,24.70C
26 02 23,16:51:35,cuarto,80.21833%,21%,25C
26 02 23,16:51:42,sala,55%,34.80%,24.70C
26 02 23,16:51:42,cuarto,80.31672%,21%,25C
26 02 23,16:51:49,sala,55%,34.70%,24.70C
26 02 23,16:51:49,cuarto,80.11992%,21%,25C
26 02 23,16:51:56,sala,55%,34.70%,24.70C
26 02 23,16:51:56,cuarto,80.51353%,21%,25C
26 02 23,16:52:04,sala,55%,34.60%,24.70C
26 02 23,16:52:04,cuarto,80.26752%,21%,25C
26 02 23,16:52:11,sala,55%,34.50%,24.70C
26 02 23,16:52:11,cuarto,80.36593%,21%,25C
26 02 23,16:52:25,sala,55%,34.40%,24.70C
26 02 23,16:52:25,cuarto,80.21833%,21%,25C
26 02 23,16:52:33,sala,55%,34.30%,24.70C
26 02 23,16:52:33,cuarto,80.11992%,21%,25C
26 02 23,16:52:40,sala,55%,34.40%,24.70C
26 02 23,16:52:40,cuarto,80.21833%,21%,25C
26 02 23,16:52:47,sala,55%,34.40%,24.70C
26 02 23,16:52:47,cuarto,80.26752%,21%,25C
26 02 23,16:53:02,sala,55%,34.40%,24.70C
26 02 23,16:53:02,cuarto,80.26752%,22%,25C
